dataset,model,tier2_spearman,tier2_pearson,tier2_kendall,linear_probe_spearman,linear_probe_pearson,linear_probe_kendall,runtime,full_runtime
RPC1_BP434_Tsuboyama_2023_1R69,MAMBA669,0.5881564628067039,0.6075137705608452,0.42805686223260814,0,0,0,14.992285251617432,43.9817681312561
YNZC_BACSU_Tsuboyama_2023_2JVD,MAMBA669,0.6567205547938101,0.6789981538473411,0.48662908131274757,0,0,0,67.5209538936615,112.55114960670471
PKN1_HUMAN_Tsuboyama_2023_1URF,MAMBA669,0.3597672496178596,0.38901928883208536,0.26083458960396505,0,0,0,10.563488721847534,37.1474826335907
ILF3_HUMAN_Tsuboyama_2023_2L33,MAMBA669,0.2962122572578095,0.5076207773829107,0.20643151160635323,0,0,0,11.446432113647461,39.670992612838745
PITX2_HUMAN_Tsuboyama_2023_2L7M,MAMBA669,0.5787900915503206,0.571973428312428,0.42129130322229363,0,0,0,30.88805866241455,65.93489527702332
IF1_ECOLI_Kelsic_2016,MAMBA669,0.322264486992319,0.299991465618384,0.23703262276959125,0,0,0,12.287591695785522,41.8746235370636
YAIA_ECOLI_Tsuboyama_2023_2KVT,MAMBA669,0.6222615283293602,0.5896756939332725,0.4568142622731492,0,0,0,33.93694019317627,70.4012610912323
SRBS1_HUMAN_Tsuboyama_2023_2O2W,MAMBA669,0.4946288771116724,0.535361267393932,0.36469777376177875,0,0,0,18.540754556655884,51.45264649391174
ISDH_STAAW_Tsuboyama_2023_2LHR,MAMBA669,0.4896204021815823,0.49626014067580204,0.3480139655331739,0,0,0,37.17917728424072,75.7559494972229
PSAE_SYNP2_Tsuboyama_2023_1PSE,MAMBA669,0.5971558161391683,0.6261629681034654,0.43180529336158613,0,0,0,19.18713617324829,51.57452201843262
VKOR1_HUMAN_Chiasson_2020_activity,MAMBA669,0.1916277768330569,0.26980871988981264,0.1309839532383731,0,0,0,1.78033447265625,15.660490036010742
CBX4_HUMAN_Tsuboyama_2023_2K28,MAMBA669,0.7122714254582111,0.6987465181315778,0.5162406397721275,0,0,0,66.21959853172302,109.9468789100647
SPA_STAAU_Tsuboyama_2023_1LP1,MAMBA669,0.5841300530248117,0.5352288946033456,0.42085601676292334,0,0,0,49.37245011329651,90.40557885169983
CCDB_ECOLI_Adkar_2012,MAMBA669,0.3625657644307183,0.3728384469635013,0.2735806484950638,0,0,0,7.796435117721558,32.40390920639038
SDA_BACSU_Tsuboyama_2023_1PV0,MAMBA669,0.6964198995762821,0.6600650494746141,0.5190018480022089,0,0,0,128.76563215255737,182.35559105873108
PR40A_HUMAN_Tsuboyama_2023_1UZC,MAMBA669,0.6358288428366489,0.6346022692451918,0.4636442080612833,0,0,0,43.04327154159546,82.96089887619019
EPHB2_HUMAN_Tsuboyama_2023_1F0M,MAMBA669,0.7131145812805888,0.7189919527346427,0.5159903991669231,0,0,0,38.959245681762695,78.45966076850891
LYAM1_HUMAN_Elazar_2016,MAMBA669,0.3441978133472703,0.27707346600270266,0.23314478698513566,0,0,0,0.7171235084533691,6.88078761100769
BBC1_YEAST_Tsuboyama_2023_1TG0,MAMBA669,0.4503963456422313,0.4137760482780448,0.32421038719235024,0,0,0,48.09059715270996,88.22035145759583
NRAM_I33A0_Jiang_2016,MAMBA669,-0.006565744650718981,0.09076957004830896,0.004574372053292324,0,0,0,0.6324093341827393,5.191765546798706
TAT_HV1BR_Fernandes_2016,MAMBA669,0.4199705970544615,0.3759122617114697,0.2959475008853983,0,0,0,19.922340869903564,53.071598291397095
FECA_ECOLI_Tsuboyama_2023_2D1U,MAMBA669,0.3178700175825304,0.3272716054179099,0.22274349851956177,0,0,0,34.99898314476013,73.4966287612915
CATR_CHLRE_Tsuboyama_2023_2AMI,MAMBA669,0.5394325958446312,0.6899776694874302,0.38835669245384097,0,0,0,34.41004467010498,72.74630904197693
MBD11_ARATH_Tsuboyama_2023_6ACV,MAMBA669,0.7157169576213694,0.708823300529974,0.5401486621859751,0,0,0,50.24400973320007,92.94797945022583
NUSA_ECOLI_Tsuboyama_2023_1WCL,MAMBA669,0.5478218205871603,0.5824981349666412,0.3882955941341785,0,0,0,42.043835163116455,82.90066409111023
AMFR_HUMAN_Tsuboyama_2023_4G3O,MAMBA669,0.6927219691467396,0.681966723027911,0.5109256516993967,0,0,0,159.91535830497742,217.8758933544159
A0A247D711_LISMN_Stadelmann_2021,MAMBA669,0.3539995559266672,0.3059599853132401,0.2472580022312466,0,0,0,22.421355962753296,57.03795838356018
RCRO_LAMBD_Tsuboyama_2023_1ORC,MAMBA669,0.6330967144967543,0.669381635894181,0.4786263938555966,0,0,0,65.17468023300171,110.46658539772034
A0A1I9GEU1_NEIME_Kennouche_2019,MAMBA669,-0.017364172905932323,0.04044920081378112,-0.00689652613110072,0,0,0,3.610529661178589,22.498878479003906
DNJA1_HUMAN_Tsuboyama_2023_2LO1,MAMBA669,0.7247358270311117,0.7262850932129357,0.5599251322329623,0,0,0,64.55227732658386,111.71334218978882
CBPA2_HUMAN_Tsuboyama_2023_1O6X,MAMBA669,0.6631937490594322,0.7139100595913219,0.47329968431764224,0,0,0,46.057286739349365,86.1755998134613
NKX31_HUMAN_Tsuboyama_2023_2L9R,MAMBA669,0.5796718343886141,0.5603560975742885,0.4125262216385982,0,0,0,88.90713596343994,138.8656084537506
RL40A_YEAST_Roscoe_2013,MAMBA669,0.31958517077372073,0.30525823876555386,0.23281392015332314,0,0,0,8.654805660247803,34.02268362045288
RL40A_YEAST_Mavor_2016,MAMBA669,0.3740453769724831,0.3734046506172283,0.2686364484917679,0,0,0,10.073111534118652,36.79004669189453
VILI_CHICK_Tsuboyama_2023_1YU5,MAMBA669,0.6287539622028919,0.6984252998839681,0.4681877736728872,0,0,0,99.93081521987915,149.55998826026917
CCDB_ECOLI_Tripathi_2016,MAMBA669,0.1875667304930589,0.18287473194296994,0.15395299493443093,0,0,0,22.978079319000244,57.10427188873291
SUMO1_HUMAN_Weile_2017,MAMBA669,0.22450816500034299,0.21719423539900748,0.15442084782253473,0,0,0,24.261231184005737,60.69556951522827
RL40A_YEAST_Roscoe_2014,MAMBA669,0.24247866292005607,0.3142932531646995,0.16628323998738936,0,0,0,13.161779880523682,43.37478852272034
RAF1_HUMAN_Zinkus-Boltz_2019,MAMBA669,-0.18429153865943218,-0.2727292810604523,-0.13600448020051467,0,0,0,0.6904876232147217,5.782313108444214
SPTN1_CHICK_Tsuboyama_2023_1TUD,MAMBA669,0.7201005068180686,0.7402426238002775,0.540629467426428,0,0,0,205.42913150787354,265.49387383461
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,MAMBA669,0.5832393237180168,0.5539009769986118,0.4116704700673783,0,0,0,151.1979579925537,207.7993540763855
MYO3_YEAST_Tsuboyama_2023_2BTT,MAMBA669,0.6532957272682847,0.639200339995041,0.46647759526385896,0,0,0,220.91873025894165,285.6162130832672
OBSCN_HUMAN_Tsuboyama_2023_1V1C,MAMBA669,0.7535142336575059,0.7415279296492642,0.5679592797187265,0,0,0,192.44027280807495,254.84769749641418
KCNH2_HUMAN_Kozek_2020,MAMBA669,0.15253068233902048,0.1436563207537959,0.11105846226667872,0,0,0,0.8529903888702393,3.6881749629974365
