dataset,model,tier2_spearman,tier2_pearson,tier2_kendall,linear_probe_spearman,linear_probe_pearson,linear_probe_kendall,runtime,full_runtime
NRAM_I33A0_Jiang_2016,MAMBA664,0.21895007868591473,0.25522068181676943,0.16164785380641336,0,0,0,0.6367051601409912,4.9325079917907715
TAT_HV1BR_Fernandes_2016,MAMBA664,0.4443016968892887,0.41552635864387305,0.3118549424555495,0,0,0,19.90489959716797,53.86979794502258
FECA_ECOLI_Tsuboyama_2023_2D1U,MAMBA664,0.5780384314045653,0.5920649742989452,0.4182124977151456,0,0,0,36.22980046272278,76.5015320777893
CATR_CHLRE_Tsuboyama_2023_2AMI,MAMBA664,0.6194298905238667,0.6856472998261467,0.44868249307923525,0,0,0,35.76061987876892,76.82174944877625
MBD11_ARATH_Tsuboyama_2023_6ACV,MAMBA664,0.7875068196931935,0.7964657347737261,0.6025667453679503,0,0,0,51.71584343910217,98.29847311973572
NUSA_ECOLI_Tsuboyama_2023_1WCL,MAMBA664,0.7350888899573156,0.7257060291971473,0.5433767025474421,0,0,0,44.76354241371155,87.73979163169861
AMFR_HUMAN_Tsuboyama_2023_4G3O,MAMBA664,0.6640974802600332,0.6607857039209514,0.4801009594429009,0,0,0,168.4977593421936,232.65949940681458
A0A247D711_LISMN_Stadelmann_2021,MAMBA664,0.5194212936320256,0.4889536615211741,0.3607771026184852,0,0,0,22.83251976966858,58.443663358688354
RCRO_LAMBD_Tsuboyama_2023_1ORC,MAMBA664,0.7883510412055361,0.8187936413489686,0.6136046801856564,0,0,0,67.81517386436462,118.57265448570251
A0A1I9GEU1_NEIME_Kennouche_2019,MAMBA664,-0.029664100008087693,-0.010418819569288853,-0.017202437492382244,0,0,0,4.835747241973877,25.111071348190308
DNJA1_HUMAN_Tsuboyama_2023_2LO1,MAMBA664,0.7965160460930424,0.8174771879280569,0.613812274387157,0,0,0,66.85929775238037,116.73703289031982
CBPA2_HUMAN_Tsuboyama_2023_1O6X,MAMBA664,0.7623535160215904,0.7606723481689808,0.5646396882291336,0,0,0,47.882319688797,92.16948437690735
NKX31_HUMAN_Tsuboyama_2023_2L9R,MAMBA664,0.6629646268367227,0.6665366819369232,0.48661785496459037,0,0,0,92.58557176589966,146.5003662109375
RL40A_YEAST_Roscoe_2013,MAMBA664,0.5525013252012798,0.5520810506838787,0.4020927962318524,0,0,0,9.453064203262329,36.23524284362793
RL40A_YEAST_Mavor_2016,MAMBA664,0.5436389086700326,0.5337700127314837,0.38760633047759874,0,0,0,10.06092119216919,37.580628871917725
VILI_CHICK_Tsuboyama_2023_1YU5,MAMBA664,0.7290075519241852,0.754719700263492,0.550272762149892,0,0,0,102.02540946006775,158.01449489593506
CCDB_ECOLI_Tripathi_2016,MAMBA664,0.5231370719673277,0.6036092620404211,0.45664088835580685,0,0,0,24.985068798065186,60.61402487754822
SUMO1_HUMAN_Weile_2017,MAMBA664,0.38969816803636526,0.3811776771078684,0.25924670615300144,0,0,0,24.7481369972229,61.9092743396759
RL40A_YEAST_Roscoe_2014,MAMBA664,0.5152569284658084,0.5688585877227155,0.3622062075017118,0,0,0,13.131438970565796,45.70054292678833
RAF1_HUMAN_Zinkus-Boltz_2019,MAMBA664,0.2523700381163514,0.07765317570842671,0.19210363425688565,0,0,0,0.7064304351806641,5.3870744705200195
SPTN1_CHICK_Tsuboyama_2023_1TUD,MAMBA664,0.7357464135761147,0.7526883121322887,0.5656699880029926,0,0,0,215.44052386283875,286.3487055301666
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,MAMBA664,0.6555466147363794,0.6356087987383046,0.4800527209785787,0,0,0,157.34339690208435,221.17025780677795
MYO3_YEAST_Tsuboyama_2023_2BTT,MAMBA664,0.657744095737817,0.6465326984388592,0.4692352204176051,0,0,0,233.029855966568,303.91864037513733
OBSCN_HUMAN_Tsuboyama_2023_1V1C,MAMBA664,0.7635959355846448,0.7615620062071055,0.5824438530051471,0,0,0,200.02792119979858,269.3573114871979
KCNH2_HUMAN_Kozek_2020,MAMBA664,0.1608206068795999,0.21030797409084745,0.12151102342118966,0,0,0,0.9055609703063965,3.77496337890625
